ac_number,ac_name,candidate,party,party_type,votes,status,total_votes,valid_votes,vote_share,region,reserved
119,THONDAMUTHUR,Deepa.g.s,IND,IND,195.0,FD,258823.0,257549.0,0.08,Kongu,GEN
119,THONDAMUTHUR,Balamani.v,IND,IND,304.0,FD,258823.0,257549.0,0.12,Kongu,GEN
119,THONDAMUTHUR,Vijaya.k,IND,IND,183.0,FD,258823.0,257549.0,0.07,Kongu,GEN
121,SINGANALLUR,V.srinidhi,INC,N,65024.0,L,221138.0,219687.0,29.6,Kongu,GEN
121,SINGANALLUR,Uma Paramasivam,IND,IND,115.0,FD,221138.0,219687.0,0.05,Kongu,GEN
121,SINGANALLUR,P.tamilselvi,IND,IND,174.0,FD,221138.0,219687.0,0.08,Kongu,GEN
121,SINGANALLUR,Vasanthi,IND,IND,59.0,FD,221138.0,219687.0,0.03,Kongu,GEN
121,SINGANALLUR,Janani.d,IND,IND,168.0,FD,221138.0,219687.0,0.08,Kongu,GEN
122,KINATHUKADAVU,Banupriya M,NTK,S,9667.0,FD,268432.0,266200.0,3.63,Kongu,GEN
124,VALPARAI,Umadevi. P,NTK,S,5256.0,FD,150529.0,149756.0,3.51,Kongu,SC
124,VALPARAI,Lakshmi. N,IND,IND,322.0,FD,150529.0,149756.0,0.22,Kongu,SC
125,UDUMALAIPETTAI,Elsy C.,IND,IND,84.0,FD,203937.0,202426.0,0.04,Kongu,GEN
126,MADATHUKULAM,M Radhamani,NTK,S,6578.0,FD,188375.0,187338.0,3.51,Kongu,GEN
127,PALANI,Murugeswari. B,NTK,S,6300.0,FD,208707.0,207869.0,3.03,South,GEN
127,PALANI,Madheswari. R,IND,IND,178.0,FD,208707.0,207869.0,0.09,South,GEN
129,ATHOOR,N. Kalaiselvi,TVK,U,83872.0,L,237388.0,236371.0,35.48,South,GEN
130,NILAKKOTTAI,Thenmozhi.s,ADMK,S,49924.0,L,197805.0,196951.0,25.35,South,SC
130,NILAKKOTTAI,Nagajothi.s,DMK,S,65655.0,L,197805.0,196951.0,33.34,South,SC
130,NILAKKOTTAI,Rajalakshmi.m,BSP,N,505.0,FD,197805.0,196951.0,0.26,South,SC
131,NATHAM,Alagammal A,NTK,S,9677.0,FD,239317.0,238544.0,4.06,South,GEN
132,DINDIGUL,Mutharasi. S,NTK,S,7299.0,FD,212118.0,211191.0,3.46,South,GEN
132,DINDIGUL,Saranya. M,IND,IND,88.0,FD,212118.0,211191.0,0.04,South,GEN
133,VEDASANDUR,Dr.nakajothi. N,TVK,U,56804.0,L,226683.0,226080.0,25.13,South,GEN
134,ARAVAKURICHI,Suganya. S,BSP,N,359.0,FD,181165.0,180441.0,0.2,Kongu,GEN
134,ARAVAKURICHI,Asiya Begum,AIPTMMK,U,290.0,FD,181165.0,180441.0,0.16,Kongu,GEN
134,ARAVAKURICHI,Sowmiya. R,IND,IND,284.0,FD,181165.0,180441.0,0.16,Kongu,GEN
135,KARUR,Elamathi. S,IND,IND,59.0,FD,217276.0,216290.0,0.03,Kongu,GEN
135,KARUR,Seetha Lakshmi. D,IND,IND,28.0,FD,217276.0,216290.0,0.01,Kongu,GEN
135,KARUR,Daniya. P,IND,IND,7.0,FD,217276.0,216290.0,0.0,Kongu,GEN
135,KARUR,Parameswari,IND,IND,20.0,FD,217276.0,216290.0,0.01,Kongu,GEN
135,KARUR,Mariammal. P.m,IND,IND,16.0,FD,217276.0,216290.0,0.01,Kongu,GEN
135,KARUR,Vanitha. K.m,IND,IND,14.0,FD,217276.0,216290.0,0.01,Kongu,GEN
136,KRISHNARAYAPURAM,Gomathi. M,BSP,N,306.0,FD,189634.0,188832.0,0.16,Kongu,SC
136,KRISHNARAYAPURAM,Sathiya. V,NTK,S,6102.0,FD,189634.0,188832.0,3.23,Kongu,SC
136,KRISHNARAYAPURAM,Dr. Dhivya. S,ADMK,S,58875.0,L,189634.0,188832.0,31.18,Kongu,SC
136,KRISHNARAYAPURAM,Sathya. M,TVK,U,62378.0,W,189634.0,188832.0,33.03,Kongu,SC
136,KRISHNARAYAPURAM,Indragandhi. P,IND,IND,68.0,FD,189634.0,188832.0,0.04,Kongu,SC
136,KRISHNARAYAPURAM,Baby. P,IND,IND,71.0,FD,189634.0,188832.0,0.04,Kongu,SC
137,KULITHALAI,M.gayathiri,IND,IND,84.0,FD,209285.0,208479.0,0.04,Kongu,GEN
138,MANAPPARAI,P. Meena,PT,U,275.0,FD,241445.0,240267.0,0.11,Delta,GEN
138,MANAPPARAI,Periyakka,IND,IND,238.0,FD,241445.0,240267.0,0.1,Delta,GEN
140,TIRUCHIRAPPALLI (WEST),K.bhuvaneswari,NTK,S,7470.0,FD,196420.0,195249.0,3.83,Delta,GEN
142,THIRUVERUMBUR,Visithra. S,BSP,N,194.0,FD,213792.0,212838.0,0.09,Delta,GEN
142,THIRUVERUMBUR,Subbulakshmi. R,IND,IND,92.0,FD,213792.0,212838.0,0.04,Delta,GEN
143,LALGUDI,Pratheeba,BSP,N,348.0,FD,185524.0,184823.0,0.19,Delta,GEN
143,LALGUDI,Leemarose Martin,ADMK,S,60795.0,W,185524.0,184823.0,32.89,Delta,GEN
143,LALGUDI,K. Immaculate Mary,SMKNK,U,399.0,FD,185524.0,184823.0,0.22,Delta,GEN
143,LALGUDI,Josephin,AIPTMMK,U,192.0,FD,185524.0,184823.0,0.1,Delta,GEN
143,LALGUDI,R. Ponsilambu,IND,IND,340.0,FD,185524.0,184823.0,0.18,Delta,GEN
144,MANACHANALLUR,Thenmozhi. R,NTK,S,9289.0,FD,209935.0,209181.0,4.44,Delta,GEN
144,MANACHANALLUR,Revathi. S,AKINMKMRK,U,75.0,FD,209935.0,209181.0,0.04,Delta,GEN
145,MUSIRI,G. Bakiyalakshmi,NTK,S,8357.0,FD,189230.0,188048.0,4.44,Delta,GEN
145,MUSIRI,K.dhivya,RTSMJD,U,253.0,FD,189230.0,188048.0,0.13,Delta,GEN
146,THURAIYUR,S Kowsalya,NTK,S,8436.0,FD,184621.0,183729.0,4.59,Delta,SC
146,THURAIYUR,E.saroja,ADMK,S,56649.0,L,184621.0,183729.0,30.83,Delta,SC
146,THURAIYUR,E.saroja,IND,IND,95.0,FD,184621.0,183729.0,0.05,Delta,SC
146,THURAIYUR,K.saroja,IND,IND,107.0,FD,184621.0,183729.0,0.06,Delta,SC
146,THURAIYUR,P.saroja,IND,IND,141.0,FD,184621.0,183729.0,0.08,Delta,SC
147,PERAMBALUR,Suganya. J,NTK,S,9474.0,FD,253860.0,252494.0,3.75,Central,SC
147,PERAMBALUR,Dr. Jayalakshmi. S.t,DMK,S,76489.0,L,253860.0,252494.0,30.29,Central,SC
147,PERAMBALUR,Shiyamala. M,IND,IND,421.0,FD,253860.0,252494.0,0.17,Central,SC
148,KUNNAM,Saranya. A,ADMK,S,71680.0,L,230664.0,230086.0,31.15,Central,GEN
148,KUNNAM,Revathi Muthamilselvan,TVK,U,59170.0,L,230664.0,230086.0,25.72,Central,GEN
149,ARIYALUR,Latha Balu,DMK,S,70721.0,L,236042.0,235217.0,30.07,Central,GEN
150,JAYANKONDAM,Revathi K.,NTK,S,6192.0,FD,228895.0,228132.0,2.71,Central,GEN
151,TITTAKUDI,Mahalakshmi V,NTK,S,5709.0,FD,175947.0,175170.0,3.26,Central,SC
151,TITTAKUDI,Sathya M,AJPK,U,362.0,FD,175947.0,175170.0,0.21,Central,SC
151,TITTAKUDI,Jaya K,tavk,U,338.0,FD,175947.0,175170.0,0.19,Central,SC
152,VRIDDHACHALAM,Ananthi Dhandapani,NTK,S,6047.0,FD,209448.0,208431.0,2.9,Central,GEN
152,VRIDDHACHALAM,Premallatha Vijayakant,DMDK,S,69351.0,W,209448.0,208431.0,33.27,Central,GEN
152,VRIDDHACHALAM,Sathiya.b,AMM,U,160.0,FD,209448.0,208431.0,0.08,Central,GEN
152,VRIDDHACHALAM,Gnanasundari.m,AJPK,U,611.0,FD,209448.0,208431.0,0.29,Central,GEN
152,VRIDDHACHALAM,Dr.tamizharasi.p,PMK,U,59791.0,L,209448.0,208431.0,28.69,Central,GEN
154,PANRUTI,Banupriya. M,NTK,S,4884.0,FD,211015.0,209860.0,2.33,Central,GEN
155,CUDDALORE,S.sarasu,NTK,S,5766.0,FD,190656.0,189484.0,3.04,Central,GEN
155,CUDDALORE,V. Suganthi,IND,IND,62.0,FD,190656.0,189484.0,0.03,Central,GEN
155,CUDDALORE,R. Veeramani,IND,IND,214.0,FD,190656.0,189484.0,0.11,Central,GEN
156,KURINJIPADI,Kavitha Renganathan,NTK,S,4813.0,FD,214326.0,213336.0,2.26,Central,GEN
156,KURINJIPADI,Manimala R,IND,IND,458.0,FD,214326.0,213336.0,0.21,Central,GEN
157,BHUVANAGIRI,Sumathi . S,NTK,S,5105.0,FD,207463.0,206629.0,2.47,Central,GEN
160,SIRKAZHI,Sakthi.m,ADMK,S,60032.0,L,200546.0,199893.0,30.03,Delta,SC
160,SIRKAZHI,Malathi.a,AIPTMMK,U,365.0,FD,200546.0,199893.0,0.18,Delta,SC
161,MAYILADUTHURAI,Navanitham. S,IND,IND,245.0,FD,188691.0,187987.0,0.13,Delta,GEN
162,POOMPUHAR,Noor Nisha. M,IND,IND,107.0,FD,219814.0,218738.0,0.05,Delta,GEN
163,NAGAPATTINAM,Fathima Farhana.s,NTK,S,5348.0,FD,151512.0,150847.0,3.55,Delta,GEN
164,KILVELUR,Karthika. M,NTK,S,8069.0,FD,151750.0,151092.0,5.34,Delta,SC
164,KILVELUR,Latha. T,CPI(M),N,56108.0,W,151750.0,151092.0,37.13,Delta,SC
164,KILVELUR,Jaivishnudevi. M,IND,IND,410.0,FD,151750.0,151092.0,0.27,Delta,SC
166,THIRUTHURAIPOONDI,Vimala.a,BSP,N,525.0,FD,191133.0,190233.0,0.28,Delta,SC
166,THIRUTHURAIPOONDI,Vinothini.r,NTK,S,10176.0,FD,191133.0,190233.0,5.35,Delta,SC
168,THIRUVARUR,Aswini B,NTK,S,10031.0,FD,218012.0,217050.0,4.62,Delta,GEN
169,NANNILAM,Thenmozhi Dilipkumar,NTK,S,8446.0,FD,231592.0,230508.0,3.66,Delta,GEN
170,THIRUVIDAIMARUDUR,Elamathi Subramanian,ADMK,S,52922.0,L,209468.0,208197.0,25.42,Delta,SC
170,THIRUVIDAIMARUDUR,M.divya Bharathi,NTK,S,6363.0,FD,209468.0,208197.0,3.06,Delta,SC
170,THIRUVIDAIMARUDUR,Keerthiga. K,IND,IND,95.0,FD,209468.0,208197.0,0.05,Delta,SC
170,THIRUVIDAIMARUDUR,Selvarani. S,IND,IND,139.0,FD,209468.0,208197.0,0.07,Delta,SC
171,KUMBAKONAM,Senthamilselvi S,IND,IND,83.0,FD,208378.0,207328.0,0.04,Delta,GEN
172,PAPANASAM,Anis Fathima,NTK,S,9604.0,FD,207867.0,207007.0,4.64,Delta,GEN
172,PAPANASAM,A. Anis Fathima Abdul Rahim,IND,IND,503.0,FD,207867.0,207007.0,0.24,Delta,GEN
173,THIRUVAIYARU,Vijaya Babu,tavk,U,1130.0,FD,222215.0,221163.0,0.51,Delta,GEN
177,PERAVURANI,Bhuvana Maniyarasan,NTK,S,9122.0,FD,176446.0,175579.0,5.2,Delta,GEN
178,GANDHARVAKOTTAI,Nathiya,NTK,S,10189.0,FD,167870.0,166491.0,6.12,Delta,SC
179,VIRALIMALAI,Sathyalakshmi. K,NTK,S,9467.0,FD,203999.0,203546.0,4.65,Delta,GEN
179,VIRALIMALAI,Karthika Prakash,AIPTMMK,U,834.0,FD,203999.0,203546.0,0.41,Delta,GEN
180,PUDUKKOTTAI,Ezhilarasi Vijayendran,NTK,S,11673.0,FD,190615.0,189911.0,6.15,Delta,GEN
180,PUDUKKOTTAI,G. Manimegalai,CPI(ML)(L),U,100.0,FD,190615.0,189911.0,0.05,Delta,GEN
181,THIRUMAYAM,Lakshmi Srinivasan,NTK,S,9102.0,FD,182792.0,181667.0,5.01,Delta,GEN
181,THIRUMAYAM,Chinthamani.c,TVK,U,56709.0,L,182792.0,181667.0,31.22,Delta,GEN
183,ARANTHANGI,Kavitha Srikanth,BJP,N,31456.0,L,182792.0,182150.0,17.27,Delta,GEN
183,ARANTHANGI,Muthulakshmi. S,NTK,S,9975.0,FD,182792.0,182150.0,5.48,Delta,GEN
184,KARAIKUDI,Shanthi. B,IND,IND,263.0,FD,229625.0,228748.0,0.11,South,GEN
184,KARAIKUDI,Selvi. K,IND,IND,169.0,FD,229625.0,228748.0,0.07,South,GEN
184,KARAIKUDI,Jeevitha. A,IND,IND,321.0,FD,229625.0,228748.0,0.14,South,GEN
185,TIRUPPATTUR,Ramya Mohan,NTK,S,15291.0,FD,216016.0,214963.0,7.11,South,GEN
185,TIRUPPATTUR,Umadevi. S,AIPTMMK,U,611.0,FD,216016.0,214963.0,0.28,South,GEN
185,TIRUPPATTUR,Panchavarnam. M,IND,IND,129.0,FD,216016.0,214963.0,0.06,South,GEN
185,TIRUPPATTUR,Bakiyalakshmi. M,IND,IND,266.0,FD,216016.0,214963.0,0.12,South,GEN
185,TIRUPPATTUR,Mallika. A,IND,IND,143.0,FD,216016.0,214963.0,0.07,South,GEN
186,SIVAGANGA,Indhuja R,NTK,S,19021.0,FD,214716.0,213014.0,8.93,South,GEN
186,SIVAGANGA,Kulanthai Rani A,TVK,U,73737.0,W,214716.0,213014.0,34.62,South,GEN
187,MANAMADURAI,Shanmugapriya.m,NTK,S,19676.0,FD,209091.0,207797.0,9.47,South,SC
187,MANAMADURAI,Tamilarasi.a,DMK,S,68763.0,L,209091.0,207797.0,33.09,South,SC
188,MELUR,Soniagandhi,AIPTMMK,U,2628.0,FD,190822.0,190172.0,1.38,South,GEN
190,SHOLAVANDAN,Nagalakshmi Thirumaran.t,NTK,S,10430.0,FD,189224.0,188509.0,5.53,South,SC
192,MADURAI SOUTH,B.m.sumathy,NTK,S,5863.0,FD,141598.0,140891.0,4.16,South,GEN
192,MADURAI SOUTH,K.jeya,IND,IND,257.0,FD,141598.0,140891.0,0.18,South,GEN
195,THIRUPARANKUNDRAM,Kiruthiga Thangapandi,DMK,S,72763.0,L,255946.0,254318.0,28.61,South,GEN
195,THIRUPARANKUNDRAM,Sathyadevi. T.,NTK,S,14350.0,FD,255946.0,254318.0,5.64,South,GEN
195,THIRUPARANKUNDRAM,Mookkayee. C.,ETMK,U,249.0,FD,255946.0,254318.0,0.1,South,GEN
196,THIRUMANGALAM,Kalaiselvi.r,AIDMMK,U,283.0,FD,231544.0,230047.0,0.12,South,GEN
196,THIRUMANGALAM,Jeevitha Nachiyar.b,AIPTMMK,U,2851.0,FD,231544.0,230047.0,1.24,South,GEN
197,USILAMPATTI,Abirami. D,NTK,S,15185.0,FD,224679.0,223356.0,6.8,South,GEN
197,USILAMPATTI,Kiranya. S,IND,IND,262.0,FD,224679.0,223356.0,0.12,South,GEN
197,USILAMPATTI,Praveena. S,IND,IND,343.0,FD,224679.0,223356.0,0.15,South,GEN
198,ANDIPATTI,Esakkiammal.m,BSP,N,420.0,FD,217699.0,216301.0,0.19,South,GEN
198,ANDIPATTI,Gomathi .m,NTK,S,10346.0,FD,217699.0,216301.0,4.78,South,GEN
199,PERIYAKULAM,Vimala R.,NTK,S,9610.0,FD,211514.0,209703.0,4.58,South,SC
199,PERIYAKULAM,Abitha M.,IND,IND,390.0,FD,211514.0,209703.0,0.19,South,SC
200,BODINAYAKANUR,Nagananthini.v,IND,IND,526.0,FD,221116.0,219697.0,0.24,South,GEN
201,CUMBUM,Anbuselvi A,NTK,S,9599.0,FD,211077.0,209907.0,4.57,South,GEN
202,RAJAPALAYAM,Priscilla Pandian. J,BJP,N,36318.0,L,183212.0,182267.0,19.93,South,GEN
202,RAJAPALAYAM,Nasrin Banu. T,RPPRINAT,U,1240.0,FD,183212.0,182267.0,0.68,South,GEN
202,RAJAPALAYAM,Ramadevi. T,PT,U,2544.0,FD,183212.0,182267.0,1.4,South,GEN
202,RAJAPALAYAM,Jegadeshwari. K,TVK,U,65548.0,W,183212.0,182267.0,35.96,South,GEN
202,RAJAPALAYAM,Selvi. K,IND,IND,298.0,FD,183212.0,182267.0,0.16,South,GEN
202,RAJAPALAYAM,Muthulakshmi. R,IND,IND,351.0,FD,183212.0,182267.0,0.19,South,GEN
202,RAJAPALAYAM,Jegathishwari. N,IND,IND,292.0,FD,183212.0,182267.0,0.16,South,GEN
203,SRIVILLIPUTHUR,Chandraprabha.m,ADMK,S,42839.0,L,193627.0,192598.0,22.24,South,SC
203,SRIVILLIPUTHUR,Chandra.m,AIPTMMK,U,1726.0,FD,193627.0,192598.0,0.9,South,SC
203,SRIVILLIPUTHUR,Devialakshmi Saranya.k,IND,IND,509.0,FD,193627.0,192598.0,0.26,South,SC
203,SRIVILLIPUTHUR,Pandiyammal.m,IND,IND,340.0,FD,193627.0,192598.0,0.18,South,SC
204,SATTUR,Narmada Nandhakumar,IND,IND,88.0,FD,199038.0,198258.0,0.04,South,GEN
205,SIVAKASI,Esther Mary Diana A,NTK,S,10191.0,FD,193594.0,192569.0,5.29,South,GEN
205,SIVAKASI,Keerthana S,TVK,U,68709.0,W,193594.0,192569.0,35.68,South,GEN
205,SIVAKASI,Nagalakshmi V,IND,IND,205.0,FD,193594.0,192569.0,0.11,South,GEN
208,TIRUCHULI,Jeyachitra,IND,IND,88.0,FD,181638.0,180825.0,0.05,South,GEN
209,PARAMAKUDI,Ezhil Elavarasi. R,NTK,S,15363.0,FD,190014.0,189043.0,8.13,South,SC
209,PARAMAKUDI,Amirtha. M,AIPTMMK,U,2239.0,FD,190014.0,189043.0,1.18,South,SC
210,TIRUVADANAI,M.keerthika,ADMK,S,63879.0,L,220448.0,219924.0,29.05,South,GEN
212,MUDHUKULATHUR,Chandra Prabha Jeyapal,NTK,S,15112.0,FD,231373.0,230944.0,6.54,South,GEN
212,MUDHUKULATHUR,Malarvizhi. B,TVK,U,51405.0,L,231373.0,230944.0,22.26,South,GEN
213,VILATHIKULAM,R. Sathya,ADMK,S,48879.0,L,175030.0,174172.0,28.06,South,GEN
214,THOOTHUKKUDI,P. Geetha Jeevan,DMK,S,62805.0,L,204992.0,203859.0,30.81,South,GEN
215,TIRUCHENDUR,Ophiliya,NTK,S,9794.0,FD,186322.0,185328.0,5.28,South,GEN
215,TIRUCHENDUR,Packia Sam. T,NIDP,U,97.0,FD,186322.0,185328.0,0.05,South,GEN
217,OTTAPIDARAM,M. Anusiya,NTK,S,17279.0,FD,196554.0,195238.0,8.85,South,SC
217,OTTAPIDARAM,C. Aruna Devi,NNNMNEK,U,761.0,FD,196554.0,195238.0,0.39,South,SC
217,OTTAPIDARAM,Subbulakshmi. S,NIDP,U,230.0,FD,196554.0,195238.0,0.12,South,SC
218,KOVILPATTI,Pandimuneeswari.k,IND,IND,367.0,FD,194497.0,193639.0,0.19,South,GEN
219,SANKARANKOVIL,M. Kavitha,NTK,S,12767.0,FD,197670.0,195920.0,6.52,South,SC
219,SANKARANKOVIL,Vasanthi Murugesan,AIPTMMK,U,8006.0,FD,197670.0,195920.0,4.09,South,SC
220,VASUDEVANALLUR,R. Amutharani,TVK,U,45862.0,L,190256.0,189158.0,24.25,South,SC
220,VASUDEVANALLUR,A. Ponnuthai,AIPTMMK,U,2249.0,FD,190256.0,189158.0,1.19,South,SC
220,VASUDEVANALLUR,B. Veeralakshmi,TMNK,U,183.0,FD,190256.0,189158.0,0.1,South,SC
220,VASUDEVANALLUR,P. Karpagavalli,IND,IND,486.0,FD,190256.0,189158.0,0.26,South,SC
221,KADAYANALLUR,Kavitha. R,PT,U,2882.0,FD,222360.0,221424.0,1.3,South,GEN
221,KADAYANALLUR,Shahin Fathima. A,tavk,U,356.0,FD,222360.0,221424.0,0.16,South,GEN
221,KADAYANALLUR,Lakshmi. A,SAP,U,179.0,FD,222360.0,221424.0,0.08,South,GEN
221,KADAYANALLUR,Barisha Banu. M,IND,IND,467.0,FD,222360.0,221424.0,0.21,South,GEN
222,TENKASI,P. Pushpalatha,NTK,S,16394.0,FD,235213.0,234314.0,7.0,South,GEN
223,ALANGULAM,Jeyanthi,IND,IND,432.0,FD,221103.0,219875.0,0.2,South,GEN
224,TIRUNELVELI,Sathya. B.,NTK,S,15108.0,FD,219060.0,217708.0,6.94,South,GEN
224,TIRUNELVELI,Eswara Vadivu. S.,NIDP,U,114.0,FD,219060.0,217708.0,0.05,South,GEN
227,NANGUNERI,Tamilselvi,PT,U,11141.0,FD,209548.0,208698.0,5.34,South,GEN
227,NANGUNERI,M. Aruna,IND,IND,251.0,FD,209548.0,208698.0,0.12,South,GEN
227,NANGUNERI,R.ananthi,IND,IND,169.0,FD,209548.0,208698.0,0.08,South,GEN
227,NANGUNERI,Thanithangam,IND,IND,441.0,FD,209548.0,208698.0,0.21,South,GEN
227,NANGUNERI,A.rani Nadar Alias Pushparani,IND,IND,529.0,FD,209548.0,208698.0,0.25,South,GEN
228,RADHAPURAM,Essakkiammal.e,BSP,N,331.0,FD,200446.0,199462.0,0.17,South,GEN
228,RADHAPURAM,Girija Thamaraipandian.d,NTK,S,15370.0,FD,200446.0,199462.0,7.71,South,GEN
228,RADHAPURAM,Mahalakshmi,PMTDK,U,103.0,FD,200446.0,199462.0,0.05,South,GEN
228,RADHAPURAM,Ananthi.r,IND,IND,76.0,FD,200446.0,199462.0,0.04,South,GEN
229,KANNIYAKUMARI,Maria Jennifer,NTK,S,13689.0,FD,239978.0,238325.0,5.74,South,GEN
230,NAGERCOIL,Vallimayil P,CPIM,U,145.0,FD,196545.0,195833.0,0.07,South,GEN
231,COLACHAL,Ancy Shoba Rani. L,NTK,S,12458.0,FD,199711.0,198432.0,6.28,South,GEN
231,COLACHAL,Tharahai Cuthbert,INC,N,66207.0,W,199711.0,198432.0,33.37,South,GEN
232,PADMANABHAPURAM,Vasanthi. R,IND,IND,453.0,FD,181647.0,179940.0,0.25,South,GEN
233,VILAVANCODE,Maria Stella,NTK,S,6199.0,FD,175453.0,174099.0,3.56,South,GEN
233,VILAVANCODE,Vijayadharani S,BJP,N,45604.0,L,175453.0,174099.0,26.19,South,GEN
