Column2,Column11,Column12
17,0,37
17,0,37
17,0,36
17,0,35
17,0,34
17,1,31
17,1,30
17,0,27
17,2,20
17,0,13
18,181,45254
18,78,33504
18,65,17256
18,9,1607
18,0,600
18,2,291
18,1,232
18,0,197
18,0,108
18,0,76
18,0,73
18,2,65
18,0,56
18,0,53
18,0,46
18,0,34
18,0,30
18,0,28
18,0,26
18,1,22
18,0,20
18,0,18
18,0,16
18,0,10
19,432,62992
19,216,55852
19,139,16507
19,12,2971
19,7,643
19,1,244
19,1,243
19,0,185
19,0,154
19,1,145
19,0,115
19,0,83
19,2,72
19,0,69
19,0,68
19,1,43
19,0,40
19,0,38
19,0,37
19,0,34
19,4,33
19,0,33
19,0,30
19,0,30
19,2,29
19,0,26
19,0,25
20,420,58965
20,600,43824
20,349,23320
20,37,3717
20,15,815
20,12,245
20,3,203
20,4,165
20,2,102
20,6,83
20,1,64
20,1,63
20,1,61
20,0,48
20,2,42
20,0,36
20,2,28
20,2,23
20,0,20
21,389,71375
21,645,50012
21,459,34382
21,43,4839
21,18,963
21,3,289
21,2,186
21,1,134
21,4,131
21,0,129
21,3,127
21,0,126
21,0,101
21,0,71
21,0,70
21,1,58
21,1,57
21,0,50
21,0,50
21,2,41
21,0,36
21,2,35
21,1,27
21,3,27
21,0,23
22,291,76092
22,524,49006
22,430,38767
22,29,6056
22,14,1030
22,4,462
22,4,155
22,3,124
22,0,122
22,3,107
22,1,101
22,4,101
22,0,91
22,1,88
22,1,82
22,0,66
22,1,63
22,2,52
22,0,50
22,1,43
22,1,41
22,0,40
22,4,36
22,6,36
22,0,20
23,467,81205
23,681,52691
23,207,17839
23,54,5918
23,11,924
23,11,571
23,4,258
23,2,158
23,8,139
23,4,132
23,3,131
23,2,119
23,4,93
23,3,93
23,3,66
23,2,64
24,242,51632
24,557,38605
24,408,37017
24,29,4554
24,17,878
24,6,124
24,1,123
24,0,108
24,1,86
24,1,79
24,0,79
24,4,74
24,0,68
24,1,67
24,1,64
24,0,45
24,6,44
24,1,41
24,1,36
24,0,31
24,5,31
24,1,30
24,2,29
24,0,23
24,2,22
24,0,21
24,3,17
25,322,70070
25,451,41098
25,484,32328
25,29,4499
25,8,770
25,3,267
25,1,265
25,3,227
25,1,145
25,1,142
25,1,120
25,2,109
25,0,107
25,0,88
25,5,79
25,0,74
25,1,64
25,1,52
25,4,50
25,0,40
26,373,80430
26,620,47125
26,512,45928
26,41,7697
26,18,1336
26,2,239
26,4,233
26,2,205
26,0,143
26,3,137
26,1,133
26,3,130
26,1,130
26,1,129
26,3,117
26,5,88
26,3,85
26,1,77
26,1,70
26,1,66
26,3,63
26,3,61
26,4,51
26,2,47
26,0,32
26,0,27
26,1,24
26,0,12
27,575,220382
27,789,123602
27,508,74112
27,75,21919
27,16,2079
27,2,527
27,3,524
27,1,486
27,0,414
27,1,321
27,0,263
27,4,257
27,5,254
27,6,251
27,0,214
27,0,189
27,7,177
27,1,160
27,3,156
27,0,149
27,0,123
27,0,123
27,0,115
27,1,115
27,2,115
27,3,103
27,0,98
27,1,67
28,633,112205
28,954,82596
28,591,52243
28,59,10405
28,11,1263
28,8,853
28,2,317
28,2,233
28,3,233
28,2,168
28,2,150
28,1,120
28,2,105
28,1,93
28,0,89
28,1,78
28,1,77
28,12,76
28,0,69
28,1,60
28,1,51
28,12,50
28,0,19
28,0,17
29,661,147611
29,867,93365
29,742,73182
29,75,13150
29,3,1161
29,4,511
29,5,489
29,3,479
29,2,271
29,1,258
29,0,211
29,29,176
29,2,112
29,19,112
30,492,133611
30,576,78918
30,612,48921
30,104,14065
30,22,1602
30,6,1277
30,8,562
30,7,555
30,6,443
30,2,429
30,2,377
30,3,349
30,3,322
30,0,298
30,0,294
30,8,283
30,0,235
30,1,233
30,1,231
30,4,212
30,1,180
30,1,103
30,1,99
30,1,78
31,390,118967
31,704,83346
31,610,61991
31,73,11627
31,15,1512
31,3,290
31,0,180
31,4,162
31,1,158
31,3,115
31,1,98
31,1,94
31,6,88
31,0,69
31,0,62
31,1,50
32,558,137136
32,780,101495
32,483,69763
32,90,12032
32,19,1395
32,1,381
32,1,374
32,3,299
32,2,290
32,0,184
32,0,166
32,8,127
32,1,122
32,2,107
32,2,71
32,6,68
33,453,110095
33,478,70744
33,547,67392
33,78,9616
33,11,1248
33,12,784
33,4,632
33,7,535
33,9,524
33,1,326
33,5,308
33,2,205
34,900,63809
34,313,58141
34,652,57909
34,51,4853
34,8,783
34,0,408
34,1,375
34,0,345
34,2,319
34,15,168
34,0,157
34,18,135
34,0,103
34,1,79
35,740,69284
35,352,62090
35,790,59838
35,53,4950
35,6,797
35,2,374
35,1,357
35,2,237
35,6,206
35,10,118
36,1008,84917
36,1268,70694
36,1024,62809
36,116,5783
36,29,1114
36,2,551
36,27,390
36,3,342
36,1,235
36,0,221
36,2,212
36,14,207
36,22,125
36,4,95
36,2,70
37,1029,91350
37,1145,75862
37,1140,69344
37,143,6950
37,31,1078
37,3,364
37,3,286
37,2,217
37,9,178
37,1,178
37,3,138
37,6,110
37,16,78
37,23,74
37,0,68
37,2,42
38,418,73776
38,400,50655
38,414,50052
38,57,5191
38,10,899
38,10,451
38,2,251
38,0,238
38,1,229
38,2,197
38,2,150
38,0,106
38,0,75
38,1,70
39,650,84506
39,615,78820
39,575,57997
39,106,6468
39,15,572
39,2,548
39,0,532
39,5,490
39,2,378
39,0,349
39,3,345
39,2,316
39,0,310
39,0,284
39,2,277
39,0,249
39,1,234
39,1,197
39,0,183
39,2,136
39,1,133
39,0,133
39,0,124
39,1,103
40,584,69868
40,677,63998
40,603,62225
40,87,4625
40,19,745
40,4,407
40,2,323
40,5,319
40,0,215
40,2,187
40,5,145
40,0,140
40,0,122
40,0,79
40,0,54
40,4,45
41,421,91149
41,506,85362
41,270,32060
41,89,7236
41,7,1209
41,10,754
41,5,620
41,1,533
41,4,517
41,4,370
41,2,356
41,1,229
41,0,228
41,2,166
41,2,155
41,5,94
42,912,105608
42,853,62888
42,534,48840
42,137,5518
42,12,656
42,9,468
42,0,397
42,4,369
42,8,252
42,5,197
42,7,168
42,5,151
42,8,113
42,8,103
42,0,58
43,469,73032
43,668,66255
43,524,45458
43,62,3793
43,12,757
43,0,195
43,0,191
43,5,135
43,6,131
43,1,123
43,0,103
43,1,103
43,1,88
43,0,59
43,1,55
43,0,49
44,673,76302
44,753,69221
44,685,63287
44,116,4746
44,11,1103
44,5,351
44,1,319
44,1,217
44,20,192
44,3,166
44,2,152
44,4,95
44,3,90
44,2,77
45,656,74305
45,585,54050
45,682,53898
45,95,5183
45,13,972
45,5,482
45,0,227
45,2,202
45,1,157
45,1,157
45,3,146
45,6,113
46,384,82858
46,410,72761
46,487,64122
46,67,5802
46,7,799
46,5,697
46,4,519
46,0,400
46,0,383
46,2,351
46,1,227
46,6,157
47,417,73181
47,354,70199
47,583,61055
47,65,4849
47,8,624
47,10,609
47,4,544
47,2,231
47,2,213
47,3,195
47,0,166
47,1,159
47,0,158
47,1,140
47,0,109
47,3,102
48,559,74102
48,282,66971
48,332,47100
48,42,4185
48,4,490
48,3,468
48,0,457
48,3,384
48,0,231
48,1,194
48,0,193
48,1,182
48,0,168
48,1,151
48,6,130
48,2,93
48,0,85
49,819,78633
49,592,62550
49,601,61977
49,151,5974
49,11,695
49,2,454
49,2,370
49,0,363
49,2,358
49,4,316
49,1,270
49,2,216
49,0,155
49,4,149
49,5,128
49,6,104
49,1,99
49,2,86
49,2,76
49,1,69
50,895,105098
50,571,56835
50,186,30003
50,122,5482
50,1,486
50,8,464
50,0,447
50,1,408
50,2,387
50,2,361
50,6,355
50,2,345
50,8,339
50,0,308
50,5,208
50,0,206
50,1,192
50,1,182
50,1,139
50,1,136
50,1,128
50,1,127
50,0,119
50,5,115
50,0,55
51,753,70201
51,922,65003
51,1116,60993
51,143,6629
51,14,881
51,3,291
51,2,257
51,2,247
51,7,241
51,3,206
51,3,176
51,4,155
51,0,135
51,0,115
52,942,71240
52,955,66999
52,1354,65228
52,141,5462
52,13,708
52,18,698
52,24,631
52,16,607
52,2,524
52,4,477
52,5,345
52,1,274
52,0,255
52,2,210
52,3,159
52,13,143
53,1122,89374
53,1043,70530
53,1045,59597
53,175,6398
53,42,1136
53,14,608
53,5,535
53,14,366
53,1,336
53,4,285
53,1,231
53,0,168
53,13,159
53,3,154
53,3,154
53,1,150
54,544,74691
54,533,74553
54,420,63907
54,48,4519
54,11,1570
54,4,871
54,2,692
54,0,487
54,0,345
54,3,265
54,0,215
54,2,185
54,2,156
54,1,152
55,820,109867
55,460,82064
55,807,73773
55,59,7632
55,29,1614
55,21,1175
55,2,292
55,1,271
55,2,240
55,3,238
55,1,190
55,2,176
55,1,135
55,1,103
56,813,78283
56,456,73043
56,268,45245
56,29,4107
56,6,1550
56,10,1017
56,3,701
56,1,622
56,0,506
56,4,424
56,0,380
57,1274,102807
57,554,63765
57,823,50043
57,106,5598
57,7,1292
57,0,358
57,2,283
57,1,223
57,3,179
57,2,155
57,5,145
57,3,118
57,7,116
57,0,114
57,0,61
58,767,81240
58,1338,78075
58,967,53901
58,124,7358
58,18,674
58,8,628
58,7,557
58,2,546
58,1,533
58,2,501
58,2,480
58,3,480
58,1,463
58,6,429
58,5,400
58,1,367
58,2,364
58,0,356
58,0,347
58,6,293
58,4,263
58,1,209
58,0,202
59,2244,93713
59,1330,72817
59,1448,56905
59,200,6758
59,19,1078
59,14,983
59,52,941
59,8,821
59,0,763
59,5,710
59,4,619
59,9,505
59,5,382
59,10,372
59,5,353
59,5,215
59,2,192
59,7,178
59,5,166
59,2,108
60,1733,101829
60,1885,68715
60,953,57619
60,156,5216
60,9,770
60,16,677
60,1,327
60,6,315
60,1,302
60,5,243
60,1,187
60,3,146
60,0,121
60,0,78
60,1,76
61,1460,75523
61,1931,72194
61,1071,62756
61,190,5245
61,24,782
61,6,696
61,30,652
61,6,487
61,1,445
61,4,441
61,2,217
61,4,213
61,3,161
61,1,120
61,3,110
62,849,87802
62,539,74524
62,849,70346
62,86,6335
62,11,1114
62,24,895
62,1,400
62,1,394
62,0,197
62,1,173
62,0,156
62,0,149
62,4,137
62,27,120
62,2,84
62,13,71
63,1002,88273
63,646,85818
63,471,34280
63,81,6011
63,27,785
63,16,627
63,0,474
63,0,356
63,2,325
63,0,284
63,0,281
63,1,277
63,0,256
63,0,219
63,0,212
63,0,188
63,1,169
63,1,135
63,0,130
63,0,129
63,1,122
63,0,93
63,1,91
63,0,87
63,1,81
63,1,77
63,0,66
63,0,61
63,1,59
63,1,58
63,0,42
64,1069,90503
64,881,60038
64,363,59130
64,92,6184
64,1,604
64,0,533
64,6,440
64,0,302
64,1,295
64,3,260
64,2,228
64,0,179
64,1,165
64,4,155
64,2,146
64,0,143
64,1,130
64,1,76
64,9,65
64,10,62
64,0,47
64,1,45
64,0,33
64,0,27
65,1053,89629
65,759,62889
65,575,51666
65,139,5312
65,11,697
65,0,654
65,1,576
65,0,433
65,13,423
65,1,405
65,3,245
65,14,198
65,2,175
65,4,156
65,2,147
65,0,105
65,11,102
65,4,91
65,0,75
65,6,66
65,1,46
65,0,37
66,758,67961
66,827,67734
66,928,61444
66,155,6425
66,0,1674
66,6,1328
66,8,970
66,3,908
66,22,869
66,17,798
66,3,425
66,22,349
66,2,319
66,7,251
66,7,150
66,3,138
67,854,76735
67,891,71104
67,666,70857
67,166,6888
67,13,707
67,1,424
67,0,387
67,2,359
67,3,358
67,4,292
67,0,257
67,1,229
67,0,202
67,13,184
67,0,178
67,0,164
67,32,154
67,12,143
67,2,117
67,4,104
67,1,90
67,0,68
67,1,60
67,0,53
67,1,48
68,741,86680
68,382,65599
68,663,59894
68,102,7043
68,11,950
68,4,401
68,0,394
68,1,334
68,0,320
68,2,259
68,0,224
68,23,182
68,21,145
68,2,145
69,794,63805
69,630,60472
69,364,58174
69,73,5495
69,7,988
69,2,674
69,1,331
69,0,262
69,4,252
69,27,187
69,3,124
69,4,121
69,1,113
69,39,104
69,0,61
69,0,41
70,877,78201
70,761,65556
70,400,61609
70,75,6371
70,13,508
70,0,483
70,0,435
70,1,432
70,0,431
70,5,420
70,0,411
70,2,381
70,0,319
70,5,285
70,0,174
70,0,160
70,0,153
70,1,128
70,8,113
70,0,82
71,917,82353
71,329,52312
71,541,46267
71,42,4383
71,1,552
71,1,537
71,4,365
71,1,357
71,0,332
71,10,299
71,1,264
71,2,252
71,0,198
71,0,133
71,1,121
71,0,97
71,1,93
71,1,92
71,1,82
71,2,59
71,1,47
71,0,26
72,739,63833
72,774,63099
72,323,61159
72,37,5242
72,10,714
72,2,435
72,2,422
72,0,208
72,3,201
72,3,199
72,1,198
72,0,99
72,9,78
72,2,74
72,0,65
73,455,68873
73,250,61839
73,354,54193
73,43,4697
73,1,572
73,9,519
73,2,285
73,0,265
73,0,197
73,0,172
73,1,112
73,0,95
73,0,93
73,0,83
73,1,68
73,0,56
74,941,72982
74,576,68863
74,690,63808
74,96,5786
74,9,573
74,3,440
74,4,390
74,0,282
74,0,277
74,0,243
74,1,231
74,0,175
74,0,172
74,0,150
74,0,148
74,1,142
74,0,141
74,1,100
74,0,94
74,1,93
74,0,84
74,2,77
74,0,63
74,0,62
74,0,46
75,699,69727
75,729,68817
75,649,60941
75,84,4979
75,7,592
75,1,455
75,0,442
75,0,432
75,8,401
75,0,342
75,1,288
75,0,244
75,1,205
75,4,194
75,1,158
75,2,154
75,0,141
75,0,127
75,0,115
75,0,104
75,0,103
75,1,76
75,0,71
75,1,68
75,0,55
76,686,73033
76,501,72748
76,927,62452
76,88,5791
76,1,589
76,1,571
76,9,500
76,1,374
76,9,312
76,0,205
76,0,192
76,0,136
76,5,132
76,0,108
76,2,94
76,0,81
77,887,98471
77,1180,96194
77,469,66208
77,76,6525
77,4,1051
77,0,642
77,0,590
77,1,282
77,1,251
77,2,217
77,4,170
77,2,140
77,8,110
77,0,78
77,0,73
78,840,89711
78,384,84849
78,353,56488
78,54,7247
78,0,1071
78,0,800
78,3,578
78,6,534
78,0,458
78,0,322
78,0,302
78,0,291
78,3,251
78,1,244
78,0,241
78,0,208
78,0,173
78,0,161
78,0,141
78,0,136
78,0,130
78,0,125
78,1,98
78,0,90
78,0,83
78,0,63
79,881,80250
79,1169,76810
79,517,67624
79,58,5567
79,3,677
79,0,579
79,3,544
79,0,512
79,0,409
79,12,383
79,1,351
79,0,328
79,2,295
79,0,223
79,0,166
79,2,113
79,0,112
79,0,111
79,2,105
79,0,100
79,0,97
79,3,87
79,0,85
80,560,81132
80,772,80334
80,970,77666
80,115,7494
80,36,883
80,4,653
80,5,417
80,2,308
80,0,219
80,0,196
80,2,179
80,0,145
81,1015,73167
81,1144,58763
81,535,55291
81,108,6242
81,19,731
81,3,533
81,5,444
81,1,390
81,4,234
81,2,220
81,0,212
81,7,196
81,2,151
81,0,105
82,1018,80843
82,545,65525
82,796,51896
82,137,6532
82,10,1031
82,6,511
82,3,412
82,1,256
82,0,235
82,4,215
82,1,173
82,1,172
82,2,158
82,1,141
82,0,107
82,7,89
83,877,87772
83,632,85583
83,893,68045
83,129,7601
83,19,1250
83,10,910
83,5,658
83,3,513
83,0,303
83,3,294
83,1,235
83,1,211
83,0,123
83,1,94
84,1436,112246
84,681,97707
84,976,46917
84,148,8370
84,2,1544
84,16,1433
84,0,629
84,2,537
84,0,378
84,9,363
84,0,207
84,7,197
84,1,164
84,5,149
84,10,142
84,0,136
85,1151,86498
85,1097,67393
85,595,65260
85,122,7109
85,12,794
85,0,706
85,18,659
85,2,471
85,4,403
85,5,390
85,0,251
85,0,237
85,4,223
85,0,192
85,0,121
85,1,107
85,1,104
85,1,99
85,2,88
86,2399,148933
86,58,50823
86,1044,44011
86,139,8450
86,10,1662
86,57,1341
86,5,739
86,16,435
86,3,429
86,12,399
86,7,296
86,3,215
86,2,207
86,1,159
86,6,97
86,1,67
87,1142,87342
87,435,77825
87,964,65716
87,99,7534
87,3,1009
87,12,711
87,3,473
87,4,398
87,3,395
87,2,340
87,0,289
87,3,287
87,5,268
87,1,260
87,0,244
87,1,147
87,1,140
87,1,136
87,0,96
87,3,86
87,0,83
88,820,120407
88,534,45540
88,522,41522
88,141,12532
88,94,6820
88,26,1052
88,1,636
88,4,613
88,0,404
88,4,395
88,0,395
88,1,393
88,3,369
88,0,359
88,2,318
88,2,301
88,0,263
88,3,243
88,1,239
88,0,214
88,1,184
88,0,181
88,0,147
88,1,137
88,1,118
88,3,111
88,0,108
88,2,91
88,2,88
88,5,85
88,1,74
88,1,68
89,492,85710
89,1009,71676
89,485,44238
89,75,6450
89,17,1205
89,1,338
89,2,176
89,1,151
89,0,137
89,3,128
89,1,122
89,2,117
89,1,97
89,15,90
89,3,77
90,363,91371
90,559,58002
90,416,50216
90,49,5819
90,17,745
90,0,407
90,0,166
90,1,165
90,1,158
90,0,117
90,0,99
90,3,93
90,0,92
90,0,91
90,1,75
90,0,71
90,0,61
90,0,58
90,0,56
90,0,40
91,372,79907
91,745,75836
91,813,69296
91,79,6820
91,7,642
91,9,594
91,1,449
91,2,437
91,1,397
91,1,349
91,0,197
91,1,153
91,0,142
91,0,135
91,0,103
91,0,96
91,3,80
91,0,79
91,2,58
91,0,56
91,0,49
92,758,74808
92,940,60297
92,1478,57854
92,132,6415
92,0,1292
92,24,863
92,0,472
92,6,462
92,1,428
92,0,348
92,1,243
92,3,183
92,1,183
92,0,179
92,0,175
92,5,147
92,2,121
92,3,118
92,0,92
93,691,68815
93,999,66160
93,1060,64951
93,124,6478
93,13,1211
93,2,605
93,0,429
93,6,260
93,8,259
93,1,199
93,1,113
93,0,111
93,0,96
94,828,79744
94,1386,68736
94,1306,52808
94,114,6286
94,30,760
94,0,322
94,2,320
94,2,296
94,1,279
94,4,225
94,4,213
94,1,213
94,2,193
94,3,191
94,1,179
94,0,168
94,2,159
94,2,149
94,3,146
94,1,146
94,1,114
94,1,113
94,0,111
94,1,99
94,1,96
94,2,92
94,1,71
94,1,54
95,1332,61349
95,1639,61041
95,659,56067
95,115,5727
95,18,449
95,6,444
95,1,338
95,4,334
95,1,309
95,2,259
95,3,249
95,2,232
95,0,231
95,0,192
95,1,172
95,0,169
95,2,158
95,4,137
95,2,116
95,1,112
95,0,100
95,0,90
95,5,83
95,0,82
95,0,71
95,0,53
95,0,53
95,0,53
95,0,52
95,0,50
95,0,37
95,1,36
96,676,79500
96,889,51328
96,1145,49465
96,84,6085
96,17,1190
96,11,520
96,1,497
96,3,354
96,5,324
96,0,298
96,9,296
96,2,251
96,1,247
96,0,189
96,0,96
96,2,93
96,0,91
96,0,53
96,1,52
96,0,49
96,0,45
96,2,38
96,0,37
96,0,24
97,305,81179
97,700,73483
97,473,39993
97,52,7663
97,7,665
97,0,437
97,0,326
97,0,233
97,1,185
97,1,184
97,0,142
97,1,128
97,4,120
97,1,97
97,0,75
97,1,72
97,0,71
97,0,68
97,0,65
97,0,56
97,0,52
97,0,30
98,363,69747
98,454,45781
98,279,38183
98,63,4987
98,28,879
98,4,858
98,1,321
98,2,256
98,2,227
98,2,196
98,1,173
98,3,136
98,1,132
98,1,96
98,1,86
98,1,80
98,1,76
98,0,67
98,1,66
98,2,55
98,3,51
99,472,96836
99,958,74586
99,519,38185
99,77,8124
99,21,1257
99,1,516
99,5,439
99,2,332
99,1,235
99,1,227
99,3,205
99,1,177
99,2,163
99,2,118
100,737,60715
100,979,58285
100,1247,58236
100,89,6723
100,47,2239
100,20,925
100,0,918
100,13,651
100,3,585
100,6,303
100,3,284
100,2,245
100,3,227
100,1,223
100,2,200
101,852,81100
101,1037,64373
101,339,46438
101,90,6026
101,21,1058
101,0,357
101,1,174
101,2,151
101,4,142
101,5,125
102,770,71122
102,504,62989
102,1046,59230
102,107,7068
102,23,706
102,1,499
102,1,312
102,1,282
102,1,274
102,1,265
102,0,203
102,4,176
102,1,164
102,5,98
102,2,78
102,0,68
103,894,70302
103,947,60609
103,453,59483
103,67,6468
103,9,878
103,20,812
103,5,565
103,4,345
103,2,289
103,3,271
103,2,259
103,2,174
103,2,154
103,0,77
104,1175,75577
104,663,68181
104,1181,54087
104,120,6195
104,23,1409
104,2,526
104,7,456
104,4,382
104,4,354
104,5,331
104,0,253
104,1,210
104,0,134
104,4,127
104,1,101
105,859,60042
105,1142,58782
105,646,56372
105,123,5287
105,2,990
105,4,782
105,24,754
105,0,611
105,7,432
105,9,390
105,6,380
105,0,330
105,1,250
105,1,197
105,3,176
106,984,82612
106,1059,65992
106,572,56232
106,127,8137
106,29,1746
106,23,907
106,2,760
106,6,539
106,1,499
106,2,470
106,3,349
106,2,332
106,3,292
106,0,197
106,2,161
106,1,149
106,1,139
106,1,114
106,0,100
107,512,72391
107,706,67822
107,929,63107
107,66,5832
107,17,1804
107,8,1029
107,5,556
107,3,543
107,5,481
107,4,333
107,4,327
107,1,193
107,2,177
108,754,48488
108,510,47512
108,779,45658
108,90,4641
108,23,1525
108,10,462
108,9,418
109,664,65590
109,489,42757
109,206,34962
109,51,6199
109,8,871
109,1,443
109,2,419
110,887,50470
110,687,42371
110,381,42225
110,64,4695
110,21,720
110,3,573
110,2,340
111,272,75664
111,681,67896
111,585,61736
111,221,26756
111,58,6508
111,8,839
111,2,612
111,0,596
111,1,586
111,9,458
111,2,387
111,6,356
111,0,296
111,2,263
111,2,252
111,1,238
111,1,190
111,4,161
111,0,120
111,0,119
111,3,99
111,1,98
111,0,89
112,479,84209
112,698,68836
112,824,65530
112,81,7704
112,24,1563
112,2,652
112,9,585
112,0,546
112,3,501
112,2,313
112,3,264
112,0,259
112,4,235
112,7,215
112,1,188
113,500,131401
113,327,61409
113,439,53964
113,62,13157
113,13,1078
113,2,380
113,2,351
113,0,247
113,2,218
113,1,214
113,0,198
113,1,196
113,2,193
113,0,179
113,2,172
113,1,100
114,321,73793
114,500,60892
114,218,34617
114,38,6956
114,8,644
114,1,626
114,0,235
114,3,234
114,1,203
114,1,194
114,3,170
114,0,167
114,1,142
114,1,139
114,1,132
114,1,116
114,3,81
114,1,76
114,1,72
114,0,69
114,0,60
114,0,60
114,1,50
114,1,45
114,2,41
115,594,121297
115,639,83400
115,821,78625
115,103,13141
115,15,1417
115,4,578
115,0,407
115,2,364
115,2,346
115,1,327
115,1,285
115,0,274
115,4,184
115,1,163
115,0,123
115,4,83
116,294,90531
116,701,85741
116,860,83654
116,80,10147
116,8,1353
116,1,437
116,1,283
116,3,271
116,5,216
116,1,205
116,1,156
116,3,139
116,0,137
116,2,109
116,1,90
116,1,75
117,578,146466
117,1137,104326
117,1043,90726
117,135,16834
117,24,2116
117,15,567
117,9,524
117,5,424
117,3,356
117,7,340
117,2,338
117,2,314
117,1,306
117,3,235
117,0,119
118,364,92500
118,769,70508
118,610,49722
118,46,9036
118,22,1020
118,4,383
118,1,351
118,1,327
118,1,310
118,1,276
118,0,152
118,1,134
118,1,121
118,1,121
118,3,118
118,0,112
118,0,104
118,3,96
118,0,95
118,0,89
118,1,87
118,0,75
118,0,71
118,0,65
